Property Type,Building Size,Address,Property Price,Property Description,Ant Tabs Content,City,Crime_Rate_Percentage,Currency,Bedrooms,Bathrooms,Published On Formatted,Published Date,Last Updated On Formatted,Last Updated Date
House,2992.37,"201 - 60 Winchester Street, Toronto, Ontario M4X1A9",3012.0,"The full second floor, 2 bedroom, modern suite in a boutique 4-plex building is available. Fully renovated with excellent self-controlled mechanicals, state of the art water pressure, insulation & sound proofing. Exceptional storage ensuite. Scavolini kitchen & bathroom cabinets with inserts. Sparkling clean SS appliances and integrated dishwasher. Exclusive use of large, furnished 2nd floor balcony (shown as other ) overlooking the city skyline allows for relaxing, entertaining & BBQing. Secure building includes Enterphone & perimater cameras. 2 blocks away from Riverdale Park & Farm & weekly Farmers' Market. Great dining and shopping in the heart of of historic Cabbagetown. Transportation a few steps away at the corner. City permit parking included. Great landlord in an immaculate building. 87 walk & 99 bike scores.","Basic Info
Property Type
House
Building Size
2,992.37 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
201 - 60 Winchester Street, Toronto, Ontario M4X1A9",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,28/04/2025,2025-04-28
Apartment,785.77,"2450 Old Bronte Road, Oakville, Ontario L6M4J2",1937.0,"Welcome to Suite 339 at 2450 Old Bronte Road in Oakville! At The Branch Condos by Zancor Homes! This modern 2-bedroom, 2-bathroom unit offers 794 sq. ft. of beautifully finished living space plus a 51 sq. ft. balcony with sun-filled west exposure and unobstructed views of the escarpment. Located in a stylish new development in Oakvilles sought-after Westmount neighbourhood, this is a rare opportunity to own a beautifully upgraded unit in a prime location. Features include 9 ft ceilings, wide plank laminate floors, quartz countertops, premium appliances, and smart keyless entry. Enjoy luxury amenities: 24hr concierge, indoor pool, fitness centre, yoga room, steam room, cocktail and media lounges, outdoor BBQ area, guest suite, and more. Includes 1 parking and 1 locker. Conveniently located near Oakville Trafalgar Hospital, shopping, parks, schools, with easy access to Highways 403, 407, QEW, and GO Transit. Steps to Bronte Creek Provincial Park and scenic trailsperfect for an active lifestyle!","Basic Info
Property Type
Apartment
Building Size
785.77 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
2450 Old Bronte Road, Oakville, Ontario L6M4J2",oakville,71.94,USD,2,2,17/04/2025,2025-04-17,08/05/2025,2025-05-08
House,592.02,"804 - 260 MALTA Avenue, Brampton, Ontario L6Y0B5",1721.0,"New Duo building. Enjoy being the first to live in the unit, Offers open concept Living with beaming natural light. Stainless steel Appliances with quartz countertops, Two large terrace balconies with walkouts from living area and Den. Unit features 13 foot ceilings along with floor to ceiling windows. Unit has in suite laundry along with a 4 piece bath, laminate floors throughout. Close to Major Highways and transit, shopping, Entertainment, restaurants all within minutes. Sheridan college 2 minutes walking distance.","Basic Info
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
804 - 260 MALTA Avenue, Brampton, Ontario L6Y0B5",brampton,66.22,USD,2,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,699.65,"Basemen - 150 Maria Antonia Road, Vaughan, Ontario L4H2S8",1004.0,"Furnished 1 Bedroom bachelor Unit In A Prestigious Street In Woodbridge. 2 Minutes Walk From Bus Stop. Close To Schools, Parks, Wonderland, Vaughan Mills Mall, Go Station And TTC Subway.Comes With In-Unit 2In1 Futuristic Washer/Dryer. No Need To Share Anything. Total Privacy. There is No Parking. Utilities Included","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
Basemen - 150 Maria Antonia Road, Vaughan, Ontario L4H2S8",vaughan,82.27,USD,1,1,17/04/2025,2025-04-17,17/04/2025,2025-04-17
Apartment,785.77,"2450 OLD BRONTE Road, Oakville, Ontario L6M4J2",1937.0,"Welcome to Suite 339 at 2450 Old Bronte Road in Oakville! At The Branch Condos by Zancor Homes! This modern 2-bedroom, 2-bathroom unit offers 794 sq. ft. of beautifully finished living space plus a 51 sq. ft. balcony with sun-filled west exposure and unobstructed views of the escarpment. Located in a stylish new development in Oakville??s sought-after Westmount neighbourhood, this is a rare opportunity to own a beautifully upgraded unit in a prime location. Features include 9 ft ceilings, wide plank laminate floors, quartz countertops, premium appliances, and smart keyless entry. Enjoy luxury amenities: 24hr concierge, indoor pool, fitness centre, yoga room, steam room, cocktail and media lounges, outdoor BBQ area, guest suite, and more. Includes 1 parking and 1 locker. Conveniently located near Oakville Trafalgar Hospital, shopping, parks, schools, with easy access to Highways 403, 407, QEW, and GO Transit. Steps to Bronte Creek Provincial Park and scenic trails??perfect for an active lifestyle! (id:57238)","Basic Info
Property Type
Apartment
Building Size
785.77 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
2450 OLD BRONTE Road, Oakville, Ontario L6M4J2",oakville,71.94,USD,2,2,17/04/2025,2025-04-17,08/05/2025,2025-05-08
House,699.65,"2318 - 1001 Bay Street, Toronto, Ontario M5S3A6",1861.0,"Bright & Beautiful Renovated 1 Bedroom + Solarium + Parking + Locker With Northwest View In Desirable Upscale Building With Spectacular View Of Park & U Of T Campus. Great Facilities, Concierge, Security, Ideal Bay Street Location, Close To Bloor/Yorkville Shopping & Ttc.","Basic Info
Outdoor Feature
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
2318 - 1001 Bay Street, Toronto, Ontario M5S3A6",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,699.65,"306 - 8 Telegram Mews, Toronto, Ontario M5V3Z5",2474.0,"Fully Furnished Cityplace 2 Bedroom Unit With 2 Balconies, Parking And Locker. Large Living Space With New Flooring And Recently Upgraded Washrooms. Steps To Sobey's, Ttc, Roger's Centre, Waterfront, Cn Tower, Financial District & Entertainment District. Close To Shopping, Gardiner, Island Airport, And Parks.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
306 - 8 Telegram Mews, Toronto, Ontario M5V3Z5",toronto,60.39,USD,3,2,17/04/2025,2025-04-17,28/04/2025,2025-04-28
House,592.02,"804 - 260 MALTA Avenue, Brampton, Ontario L6Y0B5",1721.0,"New Duo building. Enjoy being the first to live in the unit, Offers open concept Living with beaming natural light. Stainless steel Appliances with quartz countertops, Two large terrace balconies with walkouts from living area and Den. Unit features 13 foot ceilings along with floor to ceiling windows. Unit has in suite laundry along with a 4 piece bath, laminate floors throughout. Close to Major Highways and transit, shopping, Entertainment, restaurants all within minutes. Sheridan college 2 minutes walking distance.","Basic Info
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
804 - 260 MALTA Avenue, Brampton, Ontario L6Y0B5",brampton,66.22,USD,2,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,592.02,"701 - 181 Sheppard Avenue E, Toronto, Ontario M2N3A6",1937.0,"Perfect Location!! Welcome to this Luxurious Brand New, Never Lived, bright & spacious 1Bedroom, 1 Spacious Den, 1 Full Wash Room condowith soaring 9 foot ceilings and an open balcony. Located in the heart of Willowdale East, this unit is ideal for modern urban living. This StylishUnit comes with 623 Square Feet of Interior Living Space Plus a very spacious Balcony with 43Square Feet.This Stunning unit is equipped withWhirlpool and kitchen Aid appliances including B/I fridge & Dishwasher, B/I cook top, microwave hood fan combo, front load washer and dryer.This Unit Has High Ceilings And Upgrades Throughout. The Den is spacious and can be used as a 2 nd Bed Room. 181 Sheppard is equippedwith Most Modern amenities like Co-working space, Meeting Rooms, Private Work Rooms, Entertainment Lounge, Movie Nook, Library in theGround Floor. The Second Floor amenities includes Fitness Studio, Yoga Room, Free Weights, Outdoor Fitness, Event Lounge, Private Dining/Lounge, Outdoor Dining/Lounge etc..Stunning Just walk to Sheppard-Yonge subway station andnearby bus stops, commuting is quick and easy.Enjoy the vibrant neighbourhood with parks, shopping, and dining options just steps away.Close to Cineplex, York University, Toronto PublicLibrary, major schools, with quick access to Hwy401 & 407. EXTRAS Premium North Yorklocation ..Brand New & Spacious. 2 Full WashRooms. Modern Appliances. Big Balcony. 1 Parking & 1 Locker. Close to Subway & TTC. Close toPremium Shopping malls, Schools, Universities& Parks. Don't Miss out....","Basic Info
Outdoor Feature
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
701 - 181 Sheppard Avenue E, Toronto, Ontario M2N3A6",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,28/04/2025,2025-04-28
House,1496.18,"Bsm - 124 Argyle Street, Toronto, Ontario M6J1N9",1506.0,"The basement unit offers high ceilings, 1 bedroom, 1 bathroom, ample storage, and a spacious open-concept living area.","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
Bsm - 124 Argyle Street, Toronto, Ontario M6J1N9",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,699.65,"3011 - 15 Holmes Avenue, Toronto, Ontario M2N0L4",2295.0,"Penthouse Unit on top 3 Floors. 2 Bed 2 Bath Modern Condo Unit, South East Corner With Wrap Around Balcony. Breathtaking Views Of Toronto, Blinds Included!! Locker Included. Parking Is Available Upon Request. Current lease does not include parking. Located In The Heart Of North York, Just Steps From Finch Subway Station, Surrounded By Supermarkets, Banks, Schools, Restaurants, Shops And Many More. Amenities Include 24/7 Concierge, Yoga Studio, Gym, Golf Simulator, Kids Imagination Space, Outdoor Lounge, Party Room And Rooftop Deck.","Basic Info
Outdoor Feature
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
3011 - 15 Holmes Avenue, Toronto, Ontario M2N0L4",toronto,60.39,USD,2,2,17/04/2025,2025-04-17,08/05/2025,2025-05-08
House,699.65,"77 Athabaska Avenue, Toronto, Ontario M2M2T8",1972.0,"Why settle for a condo when you can rent a whole house for the same price? This charming, fully detached home in the heart of Newtonbrook East has so much to offer. Recently renovated and full of natural light, it features two comfortable bedrooms, a stylish bathroom, a bright and modern kitchen, and a spacious living area that feels warm and inviting. You'll love having your own private backyard perfect for summer BBQs or just relaxing with a coffee. There's also a large driveway with room for three cars, plus an unfinished basement that gives you tons of extra storage space. Located in a prime neighborhood close to everything you need - shopping, transit, parks, and great schools - this home is a rare find. If you're looking for space, privacy, and convenience, this is the one. Come see it for yourself!","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
77 Athabaska Avenue, Toronto, Ontario M2M2T8",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,893.4,"101 - 272 Georgian Drive, Oakville, Ontario L6H0K4",2008.0,"Rarely Offered Ground Floor Ballantry Oak Park Urban Town! Spacious 1 + 1 Bedroom, 2 Bathrooms Corner Unit With Soaring 9Ft Ceilings, Functional Open Concept Design. Parking For 2! Private Garage With Opener And Covered Driveway With Private Entrance From Garage. Enjoy Entertaining On 13 X 10 Ft Covered Terrace! Mere Footsteps To Walmart, Loblaws, Lcbo, Restaurants...Minutes To 403, Qew, Hospital, Sheridan College And Oakville Place.","Basic Info
Outdoor Feature
Property Type
House
Building Size
893.40 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
101 - 272 Georgian Drive, Oakville, Ontario L6H0K4",oakville,71.94,USD,2,2,17/04/2025,2025-04-17,08/05/2025,2025-05-08
House,699.65,"3402 - 832 Bay Street, Toronto, Ontario M5S1Z6",2582.0,"Beautiful & Spacious 796 Sq.Ft 2 Bed Plus Den (Separate Room With Door) at Burano On Bay. The Iconic Building In Downtown Core. One Of The Best Location & Layout. Amazing West View Of Downtown. In Close Proximity Of Toronto Best Hospitals, U Of Toronto, Ryerson Univ., Park, Shopping, Sub-Way, Ttc At Door Step. And Much More. Separate Elevators For 28 & Above Floors.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
3402 - 832 Bay Street, Toronto, Ontario M5S1Z6",toronto,60.39,USD,3,2,17/04/2025,2025-04-17,17/04/2025,2025-04-17
House,796.53,"1606 - 185 Bonis Avenue, Toronto, Ontario M1T0A4",2080.0,"Spacious 2 Bedroom + Den Condo for Lease | Prime Location! Welcome to this beautifully maintained condo offering 2 spacious bedrooms plus a versatile den, perfect for a home office or guest space. Enjoy the convenience of two full 4-piece washrooms and laminate flooring throughout for a modern and clean aesthetic. The unit features a modern kitchen equipped with stainless steel appliances including a fridge, stove, built-in dishwasher, and a white washer and dryer for in-unit laundry. Vertical blinds provide privacy and style across all windows.Included:1 underground parking space1 Gigantic Storage locker. Building Amenities:24-Hour Concierge Fully equipped Gym Indoor Pool Visitor Parking. Prime Location: Close to top-rated schools, shopping centers, banks, grocery stores, and quick access to Highway 401making commuting and daily errands a breeze! Don't miss this opportunity to live in a convenient and vibrant community!","Basic Info
Property Type
House
Building Size
796.53 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
1606 - 185 Bonis Avenue, Toronto, Ontario M1T0A4",toronto,60.39,USD,3,2,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,592.02,"2008 - 80 MARINE PARADE DR Drive, Toronto, Ontario M8V0A3",1792.0,"A Lovely 1 Bedroom Condo Unit With Parking & Locker. Just Minutes Away From The Toronto Waterfront, Shops Restaurants, Transit, Highway & More! Approx 625 Sq Ft +/-. This Unit Includes A large Bedroom With A W/I Closet, Modern Kitchen With Stainless Steel Appliance, Combined Kitchen, Living & Dining Area, A Beautiful Bathroom & A Private Balcony.","Basic Info
Outdoor Feature
Property Type
House
Building Size
592.02 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
2008 - 80 MARINE PARADE DR Drive, Toronto, Ontario M8V0A3",toronto,60.39,USD,1,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,699.65,"1708 - 1435 Celebration Drive, Pickering, Ontario L1W0C4",1865.0,"Welcome To Luxurious Living at Universal Condos in the heart of Pickering. Brand New and Never Lived in Condo Features 2 Spacious Bedrooms, 2 Full Bathrooms and 2 Open Balconies. Open Concept Living Room with Floor to Ceiling Sliding Door that Gets a Lot of Natural Sunlight In and Walks out to the Balcony with a Panoramic North View. Dining is Combined with Living and Kitchen. Modern Kitchen with S/S Appliances , Quartz Counter Top & Over The Range Microwave. Beautiful Master Bedroom with 3 Piece Ensuite Washroom, Closet and Walks Out to Ensuite Balcony where you can Relax and Enjoy the Lovely View. Second Bedroom is a Good Size with Large Window and a Closet. Grand Amenities Include The Outdoor Pool, Fully Equipped Fitness Centre, Party Room, Bbq Terrace and Security Concierge Service. 5 Mins Drive to Hwy 401, Just Steps Away From Pickering Go Station, Pickering Town Centre, Restaurants and Groceries. This Unit Includes One Underground Parking Space. Utilities Include Rogers Internet and Heating.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
1708 - 1435 Celebration Drive, Pickering, Ontario L1W0C4",pickering,73.7,USD,2,2,17/04/2025,2025-04-17,28/04/2025,2025-04-28
House,1496.18,"40 - 17 NICHOLSON Street, Lucan Biddulph, Ontario N0M2J0",1721.0,"Your search ends here! Beautiful spacious 1 year New, 3 Bedroom, 2.5 Bath Townhome In Lucan, Ontario . Built By Vander Molen Homes. Featuring: Open Concept, Contemporary Layout, Stockton Model, 1560 Sqft. Of Living Area. Master Bedroom Has Ensuite Bath With Walk-in Closet, Main Level Has Great Room Overlooking Kitchen And Dining Area. Comes With 2 Car Parking ( 1 Garage, 1 Front Driveway).15- 20 Minutes From North London. Includes: Stainless Steel Kitchen Appliances And Washer, Dryer. Ideal For Young Professionals Or A Small Family. Hassle Free Living Under New Home Warranty By The Builder. Tenant To Pay All Utilities ( Heat, Hydro, Water, Hot Water tank rental ) & Carry Tenant Insurance. Required Full Credit Report, 2 Recent Paystubs. Available For Immediate Occupancy. View This Great Home Before Its Gone!","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
40 - 17 NICHOLSON Street, Lucan Biddulph, Ontario N0M2J0",lucan biddulph,60.39,USD,3,3,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,1399.31,"1030 - 28 Sommerset Way, Toronto, Ontario M2N6W7",2725.0,"Welcome to this spacious and beautifully maintained 2-bedroom plus den townhome located in a quiet, gated community built by Tridel. Filled with natural sunlight from large windows in every room, this bright and inviting home offers a functional open-concept layout that's perfect for families or professionals. The unit faces a beautiful courtyard, providing added privacy and a serene setting. Enjoy the convenience of direct elevator access from the unit to the underground parking. Includes one parking space and 24-hour gatehouse security. Located in the highly sought-after McKee Public School and Earl Haig Secondary School district. Just steps to TTC, subway, shopping, restaurants, parks, and all essential amenities. A rare opportunity to lease in one of North Yorks most desirable communities.","Basic Info
Property Type
House
Building Size
1,399.31 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
1030 - 28 Sommerset Way, Toronto, Ontario M2N6W7",toronto,60.39,USD,3,3,17/04/2025,2025-04-17,24/04/2025,2025-04-24
House,1097.92,"125 Yearling Circle, Ottawa, Ontario K0A2Z0",1793.0,"Welcome to this 3bed/3bath townhome located in the sought after community of Richmond Meadows. A large welcoming porch leads to the spacious open concept 9' ceiling living space with lots of natural lights. Main floor feature powder room, dining room, living room and kitchen. Kitchen offers tons of upgraded tall cabinets, stainless steel appliances, granite countertops, large island with breakfast bar and double sink. Second floor feature large primary bedroom with 3-piece ensuite with walk-in shower and walk-in closet, 2 other good size bedrooms, and full 3-piece bathroom. Finished basement with family room and laundry room, and lot of storage in the unfinished area. The pictures were taken before the current tenant move in.","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
125 Yearling Circle, Ottawa, Ontario K0A2Z0",ottawa,60.39,USD,3,3,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,699.65,"1810 - 220 Burnhamthorpe Road W, Mississauga, Ontario L5B3Y5",1650.0,"Ultra Modern 1 Br + Den Condo Located In The Heart Of Mississauga With Unobstructed View Of Square One & City Centre. The Unit Features 9 Ft Ceiling, Floor To Ceiling Windows, Large Living & Dining Rooms, Two Washrooms, Perfect Sized Den For Work Home Professionals, Modern Kitchen Overlooking Living & Dining, Oversized Balcony & Ensuite Laundry. Steps To Square One Mall, Public Transportation, Sheridan College, Ymca, Library, Entertainment & Restaurants. Building Amenities:- Gym, Pool, Sauna, Party/Meeting Room & Visitor Parking.","Basic Info
Outdoor Feature
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
1810 - 220 Burnhamthorpe Road W, Mississauga, Ontario L5B3Y5",mississauga,93.29,USD,2,2,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,592.02,"2211 - 68 Abell Street, Toronto, Ontario M6J0B1",2044.0,"Expansive Open City and Lake view; Functional 2-bedroom property and only steps away from Toronto's most vibrant streets: Queen West & King W. Walk Score of 95 with shops, trendy cafes, restaurants, the Drake Hotel, financial district and 24-hour streetcar and close highway access. Featuring floor to ceiling windows, renovated floors throughout, new white painting, granite counters, and open concept kitchen with stainless steel appliances. Enjoy a huge open balcony with Acacia hardwood all-weather tiles for a stylish outdoor retreat.","Basic Info
Outdoor Feature
Property Type
House
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
2211 - 68 Abell Street, Toronto, Ontario M6J0B1",toronto,60.39,USD,2,1,17/04/2025,2025-04-17,28/04/2025,2025-04-28
House,1991.32,"UPPER - 3 SILVERBELL Court, Brampton, Ontario L7A3V3",2439.0,"MAIN AND UPPER LEVEL 4 BEDROOM DETACHED HOME NEAR CHINGUACOUSY & BOVAIRD, IS AVAILBLE FOR IMMEDIATE OCCUPANCY. LOCATED ON A SAFE FAMILY FRIENDLY CUL-DE-SAC HAS 2 FULL WASHROOMS ON THE 2ND FLOOR AND A POWDER ROOM ON THE MAIN LEVEL. DOUBLE DOOR ENTRY TO FOYER. GLASS ENCLOSED PORCH. VERY BRIGHT & SPACIOUS. RENOVATIONS INCLUDE A MODERN KITCHEN WITH QUARTZ COUNTERTOPS AND FULL QUARTZ BACKSPLASH, WITH NEW FURNACE AND AIR CONDITIONING. STAINLESS STEEL APPLIANCES WITH BREAKFAST AREA AND WALK OUT TO CONCRETE PATIO. WIDENED DRIVEWAY, DOUBLE CAR GARAGE WITH INSIDE ENTRY. TWO ADDITIONAL PARKING SPOTS ON DRIVEWAY. CONCRETE EXTENSION AROUND HOME WITH LARGE CONCRETE PATIO AT REAR. GROUND FLOOR LAUNDRY ROOM. HARDWOOD ON MAIN FLOOR AND LAMINATE/LARGE PORCELAIN TILES SHOWCASE THIS CARPET FREE HOME. HARDWOOD STARICASE. LARGE PRIMARY BEDROOM WITH LARGE 4 PIECE ENSUITE. 3 ADDITIONAL GOOD-SIZED BEDROOMS ON 2ND FLOOR. SEPARATE GREATROOM ON THE UPPER LEVEL. OPEN CONCEPT. POTLIGHTS. RAINMAKER SPRINKLER SYSTEM. GDO. BLINDS W/REMOTE. MUST BE SEEN! TENANTS WITH GOOD CREDIT OR NEWCOMERS WITH SOLID FINANCIAL STRENGTH WILL BE SUITABLE. TENANT INSURANCE IS REQUIRED. TENANT PAYS 75% OF ALL UTILITIES. VACANT PROPERTY AVAILABLE FOR IMMEDIATE OCCUPANCY.","Basic Info
Property Type
House
Building Size
1,991.32 sq ft
Rooms
4 bedroom(s), 3 bathroom(s)
Address
UPPER - 3 SILVERBELL Court, Brampton, Ontario L7A3V3",brampton,66.22,USD,4,3,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,699.65,"1 - 48 Angela Avenue, Hamilton, Ontario L9C1L4",1646.0,"Available June 1st: Stunning Modern 2-Bedroom, 1-Bathroom Upper-Level Unit for Lease. Beautifully renovated, upper-level unit in a detached house offering contemporary finishes and a cozy, welcoming atmosphere. Located in the highly desirable Westcliffe neighborhood on the Hamilton Mountain, this spacious unit offers 1 parking space, backyard access with fully fenced yard, In-Suite Laundry, Abundant Natural Light Open Concept Living/Dining Area Modern. The unit is just a block away from Westcliffe Falls and the Chedoke Stairs, which connects to the iconic Bruce Trail. You'll enjoy peaceful living in a mature, quiet area, yet still be minutes away from essential amenities and local shops. Please note: This is a legal duplex with a separate lower-level apartment. This is an exceptional opportunity to live in a fully renovated, modern space in a sought-after neighbourhood.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
1 - 48 Angela Avenue, Hamilton, Ontario L9C1L4",hamilton,59.13,USD,2,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,1496.18,"41 Portage Avenue, Richmond Hill, Ontario L4E2Z5",1219.0,"Brand New 1-Bedroom Basement Apartment in Oak RidgesBe the first to live in this newly finished, modern 1-bedroom, 1-bathroom basement unit! This bright and inviting space features a private separate entrance, brand new kitchen with stylish cabinetry, freshly painted walls, upgraded windows, new flooring, and modern lighting throughout.Enjoy a clean, contemporary look with all new finishes, thoughtfully designed for comfort and style.Located in a prime Oak Ridges neighborhood just minutes to parks, schools, transit, shopping, and more!Move in and enjoy everything brand new","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
41 Portage Avenue, Richmond Hill, Ontario L4E2Z5",richmond hill,60.39,USD,1,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
Apartment,699.65,"105 Laurier Avenue, Richmond Hill, Ontario L4E4P7",1399.0,"Modern 1-Bedroom Legal Basement Apartment. Presenting a newly built, bright, and modern 1-bedroom basement apartment, fully constructed in 2025. This legal basement suite features a private entrance, a contemporary kitchen, a spacious bedroom with a built-in closet, and a 3-piece bathroom. Enjoy the convenience of in-suite laundry exclusive to tenant.. Located in a friendly, mature, and quiet neighborhood, this property is ideally situated with easy access to public transportation, grocery stores, public schools, libraries, trails and more. Tenants will be responsible for 1/3 of the monthly utilities cost.","Basic Info
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
105 Laurier Avenue, Richmond Hill, Ontario L4E4P7",richmond hill,60.39,USD,1,1,17/04/2025,2025-04-17,07/05/2025,2025-05-07
House,990.28,"1810 - 55 ELM Drive W, Mississauga, Ontario L5B3Z3",2259.0,"Absolute Showstopper. 2Br, 1Den (Can Be Used As A 3rd Br) 2Wr. Approx 1117Sqft Unit. Marble Counters, Brand new gleaning laminate through out. Updated Washroom and Washing Machine And Dryer. The Master Bedroom Has A Beautiful En Suite Bath. Easy Access To Square One, Highways & All Amenities. This Will Not Last. Incls: All Exist Elf's & All Exist Window Covers. 2 Parking Spaces!","Basic Info
Outdoor Feature
Property Type
House
Building Size
990.28 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
1810 - 55 ELM Drive W, Mississauga, Ontario L5B3Z3",mississauga,93.29,USD,3,2,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,796.53,"2806 - 4090 Living Arts Drive, Mississauga, Ontario L5B4M8",1793.0,"Client RemarksLarge One Bedroom Condo With Den (Separate Room - Could Be Used As A Second Bdrm). In The Heart Of Mississauga. The Suite Has A Large Bedroom With A Spacious Closet. Modern Kitchen With Stainless Steel Appliances, Breakfast Bar With Optional Wine Rack, Granite Counters And Mirror Backsplash. Steps From Square One Shopping Center, City Hall, Sheridan College & Public Transportation.","Basic Info
Outdoor Feature
Property Type
House
Building Size
796.53 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
2806 - 4090 Living Arts Drive, Mississauga, Ontario L5B4M8",mississauga,93.29,USD,2,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
Apartment,796.53,"225 - 150 Oak Park Boulevard, Oakville, Ontario L6H3P2",1793.0,"Gorgeous and spacious 1 bdrm plus den in a medium rise building located in a high demand Uptown Core community in Oakville. Vinyl floor throughout. Open concept living and dining. Modern kitchen with granite countertop. SS Appliances. Spacious bedroom and a decent size den with a closet that can be used as a second bedroom. High end amenities. Underground assigned and visitors' parking. Close to plaza, groceries, restaurants, park and public transit. Quick Access to QEW. Tenant will pay Hydro, Water and Tenant Insurance.","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
796.53 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
225 - 150 Oak Park Boulevard, Oakville, Ontario L6H3P2",oakville,71.94,USD,2,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
House,688.89,"385 WINSTON Road, Grimsby, Ontario L3M4E8",1650.0,"Welcome to waterfront living at its finest! This beautifully designed 1 bed plus den, 1 bath condo offers unobstructed views of Lake Ontario from your private, 130 sqft oversized balcony??perfect for morning coffee or evening sunsets. Located in the sought-after building, The Odyssey, in the heart of Grimsby??s vibrant waterfront community, this unit features an open-concept layout, modern finishes, and oversized windows that flood the space with natural light. The versatile den is ideal for a home office, guest space, or reading nook. Enjoy a range of premium amenities including a fully equipped gym, party room, and exclusive use of 1 underground parking spot. With easy access to the QEW, local shops, restaurants, parks, and the waterfront trail, everything you need is right at your doorstep. This condo is a must-see! (id:57238)","Basic Info
Property Type
House
Building Size
688.89 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
385 WINSTON Road, Grimsby, Ontario L3M4E8",grimsby,57.93,USD,1,1,17/04/2025,2025-04-17,18/04/2025,2025-04-18
